genbank	locusName	geneID
XM_015896209.1	LOC107331603	107331603
XM_015892185.1	LOC107327446	107327446
XM_015911088.1	LOC107345386	107345386
XM_015899056.1	LOC107334142	107334142
XM_015895631.1	LOC107331096	107331096
XM_015924491.1	LOC107357851	107357851
XM_015914897.1	LOC107348821	107348821
XM_015900769.1	LOC107335734	107335734
XM_015893343.1	LOC107328618	107328618
XR_001562875.1	LOC107337763	107337763
XM_015921191.1	LOC107354708	107354708
XM_015912388.1	LOC107346580	107346580
XM_015891883.1	LOC107327130	107327130
XM_015905554.1	LOC107340191	107340191
XM_015908495.1	LOC107342970	107342970
XR_001561445.1	LOC107331095	107331095
XM_015923992.1	LOC107357355	107357355
XM_015901467.1	LOC107336382	107336382
XM_015902894.1	LOC107337685	107337685
XM_015901992.1	LOC107336912	107336912
XM_015894929.1	LOC107330293	107330293
XM_015906029.1	LOC107340663	107340663
XM_015924204.1	LOC107357562	107357562
XM_015918641.1	LOC107352309	107352309
XR_001560958.1	LOC107329305	107329305
XM_015914112.1	LOC107348108	107348108
XM_015904381.1	LOC107339137	107339137
XM_015893726.1	LOC107328985	107328985
XM_015919780.1	LOC107353448	107353448
XM_015895625.1	LOC107331089	107331089
XM_015897651.1	LOC107332896	107332896
XM_015915659.1	LOC107349483	107349483
XM_015925456.1	LOC107358883	107358883
XR_001566119.1	LOC107351530	107351530
XM_015897663.1	LOC107332913	107332913
XM_015899147.1	LOC107334219	107334219
XM_015912745.1	LOC107346889	107346889
XM_015911906.1	LOC107346134	107346134
XM_015921886.1	LOC107355329	107355329
XM_015912676.1	LOC107346831	107346831
XM_015894323.1	LOC107329648	107329648
XM_015921754.1	LOC107355218	107355218
XM_015909126.1	LOC107343546	107343546
XM_015910602.1	LOC107344917	107344917
XM_015922978.1	LOC107356361	107356361
XM_015897479.1	LOC107332735	107332735
XR_001562126.1	LOC107334240	107334240
XM_015923792.1	LOC107357148	107357148
XM_015907657.1	LOC107342184	107342184
XM_015911182.1	LOC107345467	107345467
XM_015897758.1	LOC107332993	107332993
XM_015907526.1	LOC107342062	107342062
XM_015912658.1	LOC107346815	107346815
XM_015903214.1	LOC107337967	107337967
XM_015924411.1	LOC107357775	107357775
XM_015906341.1	LOC107340945	107340945
XM_015897815.1	LOC107333058	107333058
XM_015910422.1	LOC107344730	107344730
XM_015913493.1	LOC107347539	107347539
XR_001563018.1	LOC107338464	107338464
XM_015917345.1	LOC107351080	107351080
XM_015911938.1	LOC107346168	107346168
XR_001563921.1	LOC107342104	107342104
XM_015910919.1	LOC107345204	107345204
XM_015917573.1	LOC107351282	107351282
XM_015917172.1	LOC107350917	107350917
XM_015904872.1	LOC107339555	107339555
XM_015916719.1	LOC107350494	107350494
XM_015893801.1	LOC107329073	107329073
XM_015891816.1	LOC107327061	107327061
XM_015897227.1	LOC107332483	107332483
XM_015902600.1	LOC107337441	107337441
XR_001562118.1	LOC107334185	107334185
XM_015919724.1	LOC107353380	107353380
XM_015893716.1	LOC107328973	107328973
XR_001566996.1	LOC107355235	107355235
XR_001561890.1	LOC107333092	107333092
XR_001563103.1	LOC107338829	107338829
XM_015906154.1	LOC107340786	107340786
XM_015915643.1	LOC107349467	107349467
XM_015896554.1	LOC107331887	107331887
XR_001567570.1	LOC107357302	107357302
XM_015903001.1	LOC107337768	107337768
XM_015904328.1	LOC107339089	107339089
XM_015896275.1	LOC107331649	107331649
XM_015900233.1	LOC107335237	107335237
XM_015899740.1	LOC107334769	107334769
XM_015919014.1	LOC107352707	107352707
XM_015901099.1	LOC107336040	107336040
XR_001562247.1	LOC107334803	107334803
XM_015925112.1	LOC107358512	107358512
XM_015912027.1	LOC107346262	107346262
XM_015921681.1	LOC107355160	107355160
XM_015893728.1	LOC107328986	107328986
XR_001567674.1	LOC107357741	107357741
XM_015898916.1	LOC107334044	107334044
XM_015918381.1	LOC107352075	107352075
XM_015918959.1	LOC107352648	107352648
XR_001566618.1	LOC107353487	107353487
XM_015914565.1	LOC107348523	107348523
XM_015922144.1	LOC107355556	107355556
XR_001563082.1	LOC107338716	107338716
XR_001566887.1	LOC107354686	107354686
XM_015917179.1	LOC107350923	107350923
XM_015897764.1	LOC107333003	107333003
XM_015909976.1	LOC107344319	107344319
XM_015911360.1	LOC107345618	107345618
XM_015895017.1	LOC107330398	107330398
XM_015903244.1	LOC107337991	107337991
XM_015915084.1	LOC107348987	107348987
XR_001561623.1	LOC107331808	107331808
XM_015905814.1	LOC107340460	107340460
XM_015916703.1	LOC107350477	107350477
XM_015918728.1	LOC107352393	107352393
XM_015894766.1	LOC107330117	107330117
XR_001561355.1	LOC107330727	107330727
XR_001567980.1	LOC107358877	107358877
XM_015903785.1	LOC107338547	107338547
XM_015915805.1	LOC107349631	107349631
XM_015900034.1	LOC107335059	107335059
XR_001565599.1	LOC107349518	107349518
XM_015905098.1	LOC107339784	107339784
XR_001563589.1	LOC107340826	107340826
XM_015898623.1	LOC107333764	107333764
XM_015900847.1	LOC107335808	107335808
XR_001567322.1	LOC107356333	107356333
XM_015923676.1	LOC107357039	107357039
XM_015897405.1	LOC107332665	107332665
XM_015900956.1	LOC107335902	107335902
XM_015906893.1	LOC107341473	107341473
XM_015921848.1	LOC107355306	107355306
XM_015909940.1	LOC107344287	107344287
XM_015924922.1	LOC107358303	107358303
XM_015900782.1	LOC107335745	107335745
XM_015906240.1	LOC107340842	107340842
XM_015922791.1	LOC107356129	107356129
XR_001567318.1	LOC107356315	107356315
XM_015920032.1	LOC107353686	107353686
XM_015903791.1	LOC107338549	107338549
XR_001567684.1	LOC107357798	107357798
XM_015911724.1	LOC107345973	107345973
XM_015905648.1	LOC107340296	107340296
XM_015917410.1	LOC107351129	107351129
XM_015899454.1	LOC107334515	107334515
XM_015899926.1	LOC107334958	107334958
XM_015895284.1	LOC107330714	107330714
XM_015898633.1	LOC107333772	107333772
XM_015902948.1	LOC107337721	107337721
XM_015900857.1	LOC107335817	107335817
XM_015908924.1	LOC107343359	107343359
XM_015912110.1	LOC107346321	107346321
XM_015903984.1	LOC107338750	107338750
XM_015920319.1	LOC107353927	107353927
XM_015895443.1	LOC107330904	107330904
XM_015896101.1	LOC107331504	107331504
XM_015910777.1	LOC107345077	107345077
XR_001562300.1	LOC107335068	107335068
XM_015897584.1	LOC107332842	107332842
XM_015923862.1	LOC107357219	107357219
XR_001564416.1	LOC107344372	107344372
XM_015913621.1	LOC107347662	107347662
XR_001564362.1	LOC107344103	107344103
XM_015893334.1	LOC107328612	107328612
XM_015919741.1	LOC107353396	107353396
XM_015908280.1	LOC107342772	107342772
XM_015912315.1	LOC107346520	107346520
XM_015897960.1	LOC107333188	107333188
XM_015913126.1	LOC107347229	107347229
XM_015902972.1	LOC107337744	107337744
XM_015906480.1	LOC107341059	107341059
XR_001567584.1	LOC107357373	107357373
XM_015912166.1	LOC107346379	107346379
XM_015894554.1	LOC107329903	107329903
XM_015923334.1	LOC107356710	107356710
XM_015923447.1	LOC107356823	107356823
XM_015907740.1	LOC107342248	107342248
XM_015909635.1	LOC107344029	107344029
XR_001566357.1	LOC107352552	107352552
XM_015908713.1	LOC107343147	107343147
XM_015906938.1	LOC107341513	107341513
XR_001566026.1	LOC107351075	107351075
XM_015897532.1	LOC107332785	107332785
XM_015904344.1	LOC107339083	107339083
XM_015912907.1	LOC107347042	107347042
XM_015913635.1	LOC107347671	107347671
XM_015892919.1	LOC107328181	107328181
XM_015924930.1	LOC107358319	107358319
XM_015915559.1	LOC107349416	107349416
XM_015924943.1	LOC107358333	107358333
XM_015895131.1	LOC107330532	107330532
XM_015915516.1	LOC107349368	107349368
XM_015891643.1	LOC107326894	107326894
XM_015895319.1	LOC107330756	107330756
XM_015913005.1	LOC107347132	107347132
XM_015909199.1	LOC107343621	107343621
XR_001564573.1	LOC107345093	107345093
XM_015922322.1	LOC107355734	107355734
XM_015923201.1	LOC107356596	107356596
XM_015897081.1	LOC107332354	107332354
XR_001564630.1	LOC107345436	107345436
XM_015910308.1	LOC107344618	107344618
XM_015901644.1	LOC107336575	107336575
XM_015908584.1	LOC107343052	107343052
XM_015916454.1	LOC107350232	107350232
XM_015896859.1	LOC107332133	107332133
XM_015923586.1	LOC107356946	107356946
XM_015920441.1	LOC107354042	107354042
XM_015898524.1	LOC107333685	107333685
XM_015920540.1	LOC107354117	107354117
XR_001562380.1	LOC107335376	107335376
XM_015897504.1	LOC107332754	107332754
XM_015899842.1	LOC107334879	107334879
XM_015906520.1	LOC107341093	107341093
XM_015912917.1	LOC107347051	107347051
XM_015909883.1	LOC107344234	107344234
XM_015915249.1	LOC107349149	107349149
XM_015913789.1	LOC107347813	107347813
XM_015908575.1	LOC107343050	107343050
XM_015909012.1	LOC107343446	107343446
XM_015918181.1	LOC107351874	107351874
XM_015914533.1	LOC107348474	107348474
XM_015902578.1	LOC107337427	107337427
XM_015897918.1	LOC107333158	107333158
XM_015905078.1	LOC107339768	107339768
XR_001565619.1	LOC107349584	107349584
XR_001564563.1	LOC107345004	107345004
XM_015897523.1	LOC107332772	107332772
XM_015920767.1	LOC107354310	107354310
XR_001564599.1	LOC107345232	107345232
XM_015910353.1	LOC107344662	107344662
XM_015915703.1	LOC107349515	107349515
XR_001561295.1	LOC107330515	107330515
XM_015920064.1	LOC107353706	107353706
XM_015908597.1	LOC107343052	107343052
XR_001567412.1	LOC107356697	107356697
XM_015908203.1	LOC107342706	107342706
XM_015913795.1	LOC107347822	107347822
XM_015917731.1	LOC107351442	107351442
XM_015909064.1	LOC107343496	107343496
XM_015903551.1	LOC107338317	107338317
XM_015923314.1	LOC107356690	107356690
XM_015908236.1	LOC107342746	107342746
XM_015907768.1	LOC107342285	107342285
XM_015902829.1	LOC107337615	107337615
XM_015894994.1	LOC107330371	107330371
XR_001563881.1	LOC107341983	107341983
XM_015922937.1	LOC107356321	107356321
XM_015916698.1	LOC107350472	107350472
XM_015903536.1	LOC107338305	107338305
XM_015898785.1	LOC107333921	107333921
XM_015915255.1	LOC107349154	107349154
XM_015916338.1	LOC107350110	107350110
XM_015901210.1	LOC107336144	107336144
XM_015899770.1	LOC107334804	107334804
XM_015913848.1	LOC107347868	107347868
XM_015910109.1	LOC107344460	107344460
XM_015911273.1	LOC107345553	107345553
XM_015917157.1	LOC107350903	107350903
XM_015899989.1	LOC107335014	107335014
XR_001565605.1	LOC107349527	107349527
XM_015906090.1	LOC107340713	107340713
XM_015911478.1	LOC107345745	107345745
XM_015897210.1	LOC107332472	107332472
XM_015908496.1	LOC107342971	107342971
XM_015909992.1	LOC107344338	107344338
XM_015891760.1	LOC107327015	107327015
XR_001566591.1	LOC107353413	107353413
XM_015900252.1	LOC107335256	107335256
XM_015896367.1	LOC107331748	107331748
XR_001560508.1	LOC107327661	107327661
XM_015918182.1	LOC107351878	107351878
XM_015910991.1	LOC107345285	107345285
XM_015907460.1	LOC107341992	107341992
XM_015919349.1	LOC107353031	107353031
XM_015909370.1	LOC107343774	107343774
XM_015899474.1	LOC107334536	107334536
XM_015902835.1	LOC107337624	107337624
XM_015920669.1	LOC107354218	107354218
XM_015923669.1	LOC107357028	107357028
XM_015911611.1	LOC107345853	107345853
XM_015912909.1	LOC107347040	107347040
XM_015895868.1	LOC107331298	107331298
XM_015912550.1	LOC107346719	107346719
XM_015903544.1	LOC107338309	107338309
XM_015896377.1	LOC107331750	107331750
XM_015910115.1	LOC107344461	107344461
XM_015898687.1	LOC107333815	107333815
XM_015923423.1	LOC107356799	107356799
XM_015900677.1	LOC107335644	107335644
XM_015920775.1	LOC107354320	107354320
XM_015913340.1	LOC107347426	107347426
XR_001565451.1	LOC107348868	107348868
XM_015908228.1	LOC107342736	107342736
XM_015920094.1	LOC107353721	107353721
XM_015913350.1	LOC107347432	107347432
XM_015892790.1	LOC107328077	107328077
XM_015906834.1	LOC107341417	107341417
XM_015906873.1	LOC107341458	107341458
XM_015923917.1	LOC107357275	107357275
XM_015914055.1	LOC107348057	107348057
XM_015907813.1	LOC107342329	107342329
XM_015906997.1	LOC107341558	107341558
XM_015924701.1	LOC107358069	107358069
XM_015893048.1	LOC107328276	107328276
XM_015917638.1	LOC107351349	107351349
XM_015908252.1	LOC107342761	107342761
XM_015895852.1	LOC107331280	107331280
XM_015920173.1	LOC107353785	107353785
XM_015907521.1	LOC107342060	107342060
XM_015894914.1	LOC107330232	107330232
XM_015902759.1	LOC107337558	107337558
XM_015915160.1	LOC107349066	107349066
XM_015899122.1	LOC107334193	107334193
XR_001565617.1	LOC107349579	107349579
XM_015921453.1	LOC107354955	107354955
XM_015920769.1	LOC107354315	107354315
XM_015909483.1	LOC107343893	107343893
XR_001564085.1	LOC107342866	107342866
XM_015921834.1	LOC107355295	107355295
XM_015921372.1	LOC107354880	107354880
XM_015909700.1	LOC107344093	107344093
XM_015924125.1	LOC107357486	107357486
XR_001564104.1	LOC107342963	107342963
XR_001564271.1	LOC107343702	107343702
XM_015899118.1	LOC107334189	107334189
XM_015910879.1	LOC107345170	107345170
XM_015897220.1	LOC107332478	107332478
XM_015899484.1	LOC107334542	107334542
XM_015898382.1	LOC107333550	107333550
XM_015918791.1	LOC107352461	107352461
XM_015903882.1	LOC107338647	107338647
XM_015910558.1	LOC107344870	107344870
XR_001565291.1	LOC107348291	107348291
XR_001563908.1	LOC107342083	107342083
XM_015915081.1	LOC107348984	107348984
XM_015918636.1	LOC107352305	107352305
XM_015914161.1	LOC107348145	107348145
XM_015919053.1	LOC107352743	107352743
XM_015902702.1	LOC107337515	107337515
XM_015903610.1	LOC107338376	107338376
XM_015910107.1	LOC107344460	107344460
XR_001560694.1	LOC107328339	107328339
XM_015911592.1	LOC107345840	107345840
XM_015923715.1	LOC107357073	107357073
XR_001564099.1	LOC107342951	107342951
XM_015922854.1	LOC107356218	107356218
XM_015902190.1	LOC107337076	107337076
XM_015908284.1	LOC107342778	107342778
XM_015893853.1	LOC107329123	107329123
XM_015896276.1	LOC107331666	107331666
XM_015913328.1	LOC107347419	107347419
XM_015916820.1	LOC107350577	107350577
XM_015896195.1	LOC107331588	107331588
XM_015896905.1	LOC107332184	107332184
XR_001565479.1	LOC107349009	107349009
XM_015909173.1	LOC107343588	107343588
XR_001565304.1	LOC107348345	107348345
XM_015912024.1	LOC107346259	107346259
XR_001562932.1	LOC107338135	107338135
XR_001561170.1	LOC107330090	107330090
XM_015910562.1	LOC107344872	107344872
XM_015901422.1	LOC107336338	107336338
XR_001565285.1	LOC107348275	107348275
XM_015908440.1	LOC107342930	107342930
XM_015914626.1	LOC107348572	107348572
XM_015914175.1	LOC107348159	107348159
XM_015902778.1	LOC107337572	107337572
XM_015896911.1	LOC107332190	107332190
XM_015920157.1	LOC107353772	107353772
XM_015909499.1	LOC107343906	107343906
XM_015912205.1	LOC107346424	107346424
XM_015913922.1	LOC107347932	107347932
XM_015902176.1	LOC107337061	107337061
XM_015897767.1	LOC107333006	107333006
XM_015909778.1	LOC107344156	107344156
XM_015900082.1	LOC107335114	107335114
XM_015900227.1	LOC107335224	107335224
XM_015905153.1	LOC107339816	107339816
XM_015916953.1	LOC107350712	107350712
XR_001561620.1	LOC107331807	107331807
XM_015894835.1	LOC107330194	107330194
XM_015896189.1	LOC107331583	107331583
XM_015911822.1	LOC107346054	107346054
XR_001560495.1	LOC107327626	107327626
XR_001566240.1	LOC107352005	107352005
XM_015893382.1	LOC107328650	107328650
XR_001560535.1	LOC107327780	107327780
XM_015917222.1	LOC107350959	107350959
XR_001564259.1	LOC107343647	107343647
XM_015910539.1	LOC107344839	107344839
XM_015902144.1	LOC107337032	107337032
XM_015900613.1	LOC107335588	107335588
XR_001567639.1	LOC107357607	107357607
XR_001565119.1	LOC107347635	107347635
XM_015907926.1	LOC107342428	107342428
XM_015921701.1	LOC107355172	107355172
XM_015924147.1	LOC107357502	107357502
XM_015923041.1	LOC107356425	107356425
XM_015897406.1	LOC107332668	107332668
XM_015916697.1	LOC107350470	107350470
XM_015900507.1	LOC107335495	107335495
XM_015915864.1	LOC107349686	107349686
XM_015924074.1	LOC107357436	107357436
XM_015893440.1	LOC107328719	107328719
XR_001565105.1	LOC107347591	107347591
XM_015904088.1	LOC107338836	107338836
XM_015924157.1	LOC107357510	107357510
XM_015901943.1	LOC107336868	107336868
XR_001560822.1	LOC107328916	107328916
XM_015921134.1	LOC107354652	107354652
XM_015904588.1	LOC107339315	107339315
XM_015919061.1	LOC107352747	107352747
XM_015902372.1	LOC107337254	107337254
XM_015908438.1	LOC107342929	107342929
XM_015894499.1	LOC107329837	107329837
XR_001567625.1	LOC107357543	107357543
XM_015901088.1	LOC107336030	107336030
XM_015906681.1	LOC107341280	107341280
XM_015893412.1	LOC107328690	107328690
XM_015915474.1	LOC107349331	107349331
XM_015899612.1	LOC107334656	107334656
XM_015892341.1	LOC107327598	107327598
XM_015903286.1	LOC107338037	107338037
XM_015895134.1	LOC107330535	107330535
XM_015924046.1	LOC107357407	107357407
XM_015917673.1	LOC107351386	107351386
XM_015910252.1	LOC107344579	107344579
XM_015896511.1	LOC107331852	107331852
XM_015901836.1	LOC107336771	107336771
XR_001561154.1	LOC107330014	107330014
XM_015896523.1	LOC107331866	107331866
XM_015904576.1	LOC107339308	107339308
XM_015917168.1	LOC107350912	107350912
XR_001562148.1	LOC107334267	107334267
XM_015911756.1	LOC107345991	107345991
XM_015915015.1	LOC107348928	107348928
XM_015915349.1	LOC107349234	107349234
XR_001565762.1	LOC107350128	107350128
XR_001563005.1	LOC107338422	107338422
XM_015924444.1	LOC107357805	107357805
XM_015902211.1	LOC107337094	107337094
XM_015907221.1	LOC107341760	107341760
XR_001562060.1	LOC107333882	107333882
XM_015898953.1	LOC107334067	107334067
XM_015895957.1	LOC107331378	107331378
XM_015911771.1	LOC107346006	107346006
XM_015920804.1	LOC107354341	107354341
XM_015903264.1	LOC107338013	107338013
XR_001561944.1	LOC107333354	107333354
XM_015901452.1	LOC107336370	107336370
XM_015896418.1	LOC107331790	107331790
XM_015914536.1	LOC107348495	107348495
XM_015907668.1	LOC107342191	107342191
XR_001561769.1	LOC107332604	107332604
XM_015917043.1	LOC107350803	107350803
XM_015916534.1	LOC107350297	107350297
XR_001566160.1	LOC107351624	107351624
XM_015912304.1	LOC107346505	107346505
XM_015920832.1	LOC107354361	107354361
XM_015916461.1	LOC107350239	107350239
XR_001561936.1	LOC107333322	107333322
XM_015901967.1	LOC107336890	107336890
XM_015891644.1	LOC107326895	107326895
XR_001564989.1	LOC107347135	107347135
XM_015915870.1	LOC107349690	107349690
XM_015923833.1	LOC107357193	107357193
XM_015895709.1	LOC107331157	107331157
XR_001564806.1	LOC107346253	107346253
XM_015904902.1	LOC107339581	107339581
XM_015923581.1	LOC107356941	107356941
XR_001567977.1	LOC107358877	107358877
XM_015905253.1	LOC107339907	107339907
XM_015913536.1	LOC107347572	107347572
XM_015900061.1	LOC107335085	107335085
XR_001563337.1	LOC107339782	107339782
XM_015894382.1	LOC107329713	107329713
XM_015924870.1	LOC107358254	107358254
XR_001564834.1	LOC107346399	107346399
XM_015912151.1	LOC107346360	107346360
XM_015895206.1	LOC107330635	107330635
XM_015893128.1	LOC107328388	107328388
XM_015896539.1	LOC107331881	107331881
XM_015921429.1	LOC107354930	107354930
XM_015907737.1	LOC107342249	107342249
XM_015903064.1	LOC107337829	107337829
XM_015905977.1	LOC107340612	107340612
XM_015918187.1	LOC107351884	107351884
XM_015910942.1	LOC107345239	107345239
